('EBAS_VNAME', 'CFNAME', 'MATRIX_NAME')
('manganese', 'mass_concentration_of_manganese_in_dry_aerosol_particles_in _air', 'aerosol')
('mannitol', None, 'aerosol')
('mannosan', None, 'aerosol')
('mannose', None, 'aerosol')
('mercury', 'mass_concentration_of_mercury_dry_aerosol_particles_in_air', 'aerosol')
('methansulphonate', 'mass_concentration_of_methansulphonate_in_dry_aerosol_particles_in _air', 'aerosol')
('methoxychlor', 'mass_concentration_of_methoxychlor_in_dry_aerosol_particles_in _air', 'aerosol')
('mirex', 'mass_concentration_of_mirex_in_dry_aerosol_particles_in _air', 'aerosol')
('molybdenum', 'mass_concentration_of_molybdenum_in_dry_aerosol_particles_in _air', 'aerosol')
('naphthalene', 'mass_concentration_of_naphthalene_in_dry_aerosol_particles_in _air', 'aerosol')
('neodymium', 'mass_concentration_of_neodymium_in_dry_aerosol_particles_in _air', 'aerosol')
('nickel', 'mass_concentration_of_nickel_in_dry_aerosol_particles_in _air', 'aerosol')
('nickel_58', 'mass_concentration_of_nickel_in_dry_aerosol_particles_in _air', 'aerosol')
('nickel_60', 'mass_concentration_of_nickel_in_dry_aerosol_particles_in _air', 'aerosol')
('niobium', 'mass_concentration_of_niobium_in_dry_aerosol_particles_in _air', 'aerosol')
('nitrate', 'mass_concentration_of_nitrate_expressed_as_nitrogen_in_dry_aerosol_particles_in _air', 'aerosol')
('nitrite', 'mass_concentration_of_nitrite_in_dry_aerosol_particles_in _air', 'aerosol')
('octachlorostyrene', 'mass_concentration_of_octachlorostyrene_in_dry_aerosol_particles_in _air', 'aerosol')
('op_DDD', 'mass_concentration_of_op_dichlorodiphenyldichloroethane_in_dry_aerosol_particles_in _air', 'aerosol')
('op_DDE', 'mass_concentration_of_op_dichlorodiphenyldichloroethylene_in_dry_aerosol_particles_in _air', 'aerosol')
('op_DDT', 'mass_concentration_of_op_dichlorodiphenyltrichloroethane_in_dry_aerosol_particles_in _air', 'aerosol')
('organic_carbon', 'mass_concentration_of_organic_carbon_in_dry_aerosol_particles_in _air', 'aerosol')
('oxalate', 'mass_concentration_of_oxalate_in_dry_aerosol_particles_in _air', 'aerosol')
('oxychlordane', 'mass_concentration_of_oxychlordane_in_dry_aerosol_particles_in _air', 'aerosol')
('pTBX', None, 'aerosol')
('particle_number_concentration', 'number_concentration_of_particles_in_dry_aerosol_particles_in_air', 'aerosol')
('particle_number_size_distribution', 'number_concentration_of_positive_ions_in_dry_aerosol_particles_in_air', 'aerosol')
('pentachloroanisole', 'mass_concentration_of_pentachloroanisole_in_dry_aerosol_particles_in _air', 'aerosol')
('pentachlorobenzene', 'mass_concentration_of_pentachlorobenzene_in_dry_aerosol_particles_in _air', 'aerosol')
('perylene', 'mass_concentration_of_perylene_in_dry_aerosol_particles_in _air', 'aerosol')
('phenanthrene', 'mass_concentration_of_phenanthrene_in_dry_aerosol_particles_in _air', 'aerosol')
('phosphorus', 'mass_concentration_of_phosphorus_in_dry_aerosol_particles_in _air', 'aerosol')
('photomirex', 'mass_concentration_of_photomirex_in_dry_aerosol_particles_in _air', 'aerosol')
('positive_ion_concentration', 'number_concentration_of_positive_ions_in_dry_aerosol_particles_in_air', 'aerosol')
('potassium', 'mass_concentration_of_potassium_in_dry_aerosol_particles_in _air', 'aerosol')
('pp_DDD', 'mass_concentration_of_pp_dichlorodiphenyldichloroethane_in_dry_aerosol_particles_in _air', 'aerosol')
('pp_DDE', 'mass_concentration_of_pp_dichlorodiphenyldichloroethylene_in_dry_aerosol_particles_in _air', 'aerosol')
('pp_DDT', 'mass_concentration_of_pp_dichlorodiphenyltrichloroethane_in_dry_aerosol_particles_in _air', 'aerosol')
('praseodymium', 'mass_concentration_of_praseodymium_in_dry_aerosol_particles_in _air', 'aerosol')
('pressure', 'air_pressure', 'aerosol')
('pyrene', 'mass_concentration_of_pyrene_in_dry_aerosol_particles_in _air', 'aerosol')
('reference_beam_signal', None, 'aerosol')
('reference_intensity', None, 'aerosol')
('reference_zero_signal', None, 'aerosol')
('relative_humidity', 'relative_humidity', 'aerosol')
('retene', 'mass_concentration_of_retene_in_dry_aerosol_particles_in _air', 'aerosol')
('rubidium', 'mass_concentration_of_rubidium_in_dry_aerosol_particles_in _air', 'aerosol')
('ruthenium', 'mass_concentration_of_ruthenium_in_dry_aerosol_particles_in _air', 'aerosol')
('samarium', 'mass_concentration_of_samarium_in_dry_aerosol_particles_in _air', 'aerosol')
('sample_count', None, 'aerosol')
('sample_intensity', None, 'aerosol')
('scandium', 'mass_concentration_of_scandium_in_dry_aerosol_particles_in _air', 'aerosol')
('selenium', 'mass_concentration_of_selenium_in_dry_aerosol_particles_in _air', 'aerosol')
('sensing_beam_signal', None, 'aerosol')
('sensing_zero_signal', None, 'aerosol')
('silicon', 'mass_concentration_of_silicon_in_dry_aerosol_particles_in _air', 'aerosol')
('sodium', 'mass_concentration_of_sodium_in_dry_aerosol_particles_in _air', 'aerosol')
('strontium', 'mass_concentration_of_strontium_in_dry_aerosol_particles_in _air', 'aerosol')
('sucrose', None, 'aerosol')
('sulphate_corrected', 'mass_concentration_of_sulphate_corrected_for_seaspray_expressed_as_sulphur_in_dry_aerosol_particles_in_air', 'aerosol')
('sulphate_seasalt', 'mass_concentration_of_sulphate_corrected_for_seasalt_expressed_as_sulphur_in_dry_aerosol_particles_in_air', 'aerosol')
('sulphate_total', 'mass_concentration_of_total_sulphateexpressed_as_sulphur_in_dry_aerosol_particles_in_air', 'aerosol')
('susp_part_matter', 'mass_concentration_of_suspended_particulate_matter_in_dry_aerosol_particles_in _air', 'aerosol')
('syn_DP', None, 'aerosol')
('tantalum', 'mass_concentration_of_tantalum_in_dry_aerosol_particles_in _air', 'aerosol')
('temperature', 'air_temperature', 'aerosol')
('terbium', 'mass_concentration_of_terbium_in_dry_aerosol_particles_in _air', 'aerosol')
('tetrachloroveratrole', 'mass_concentration_of_tetrachloroveratrole_in_dry_aerosol_particles_in _air', 'aerosol')
('thallium', 'mass_concentration_of_thallium_in_dry_aerosol_particles_in _air', 'aerosol')
('thorium', 'mass_concentration_of_thorium_in_dry_aerosol_particles_in _air', 'aerosol')
('thulium', 'mass_concentration_of_thulium_in_dry_aerosol_particles_in _air', 'aerosol')
('tin', 'mass_concentration_of_tin_in_dry_aerosol_particles_in _air', 'aerosol')
('titanium', 'mass_concentration_of_titanium_in_dry_aerosol_particles_in _air', 'aerosol')
('total_carbon', 'mass_concentration_of_total_carbon_in_dry_aerosol_particles_in _air', 'aerosol')
('trans_CD', 'mass_concentration_of_trans_chlordane_in_dry_aerosol_particles_in _air', 'aerosol')
('trans_NO', 'mass_concentration_of_trans_nonachlor_in_dry_aerosol_particles_in _air', 'aerosol')
('transmittance', 'atmosphere_transmittance_due_to_ambient_aerosol_particles', 'aerosol')
('trehalose', None, 'aerosol')
('trichloroveratrole', 'mass_concentration_of_trichloroveratrole_in_dry_aerosol_particles_in _air', 'aerosol')
('trifluralin', 'mass_concentration_of_trifluralin_in_dry_aerosol_particles_in _air', 'aerosol')
('tungsten', 'mass_concentration_of_tungsten_in_dry_aerosol_particles_in _air', 'aerosol')
('uranium', 'mass_concentration_of_uranium_in_dry_aerosol_particles_in _air', 'aerosol')
('vanadium', 'mass_concentration_of_vanadium_in_dry_aerosol_particles_in _air', 'aerosol')
('ytterbium', 'mass_concentration_of_ytterbium_in_dry_aerosol_particles_in _air', 'aerosol')
('yttrium', 'mass_concentration_of_yttrium_in_dry_aerosol_particles_in _air', 'aerosol')
('zinc', 'mass_concentration_of_zinc_in_dry_aerosol_particles_in _air', 'aerosol')
('zirconium', 'mass_concentration_of_zirconium_in_dry_aerosol_particles_in _air', 'aerosol')
('aerosol_light_backscattering_coefficient', None, 'aerosol_humidified')
('aerosol_light_backscattering_enhancement_factor', None, 'aerosol_humidified')
('aerosol_light_scattering_coefficient', None, 'aerosol_humidified')
('aerosol_light_scattering_enhancement_factor', None, 'aerosol_humidified')
('1-2-3-4-tetrachlorobenzene', 'mass_concentration_of_1234_tetrachlorobenzene_in_air', 'air')
('1-2-3-4-tetrahydronaphthalene', 'mass_concentration_of_1234_tetrahydronaphthalene_in_air', 'air')
('1-2-3-trichlorobenzene', 'mass_concentration_of_123_trichlorobenzene_in_air', 'air')
('1-2-3-trimethylbenzene', 'mass_fraction_of_123_trimethylbenzene_in_air', 'air')
('1-2-4-5-tetrachlorobenzene', 'mass_concentration_of_1245_tetrachlorobenzene_in_air', 'air')
('1-2-4-trichlorobenzene', 'mass_concentration_of_124_trichlorobenzene_in_air', 'air')
('1-2-4-trimethylbenzene', 'mass_fraction_of_124_trimethylbenzene_in_air', 'air')
('1-2-dichlorobenzene', 'mass_concentration_of_12_dichlorobenzene_in_air', 'air')
('1-3-5-trichlorobenzene', 'mass_concentration_of_135_trichlorobenzene_in_air', 'air')
('1-3-5-trimethylbenzene', 'mass_fraction_of_135_trimethylbenzene_in_air', 'air')
('1-3-butadiene', 'mass_fraction_of_13_butadiene_in_air', 'air')
('1-3-dichlorobenzene', 'mass_concentration_of_13_dichlorobenzene_in_air', 'air')
('1-4-dichlorobenzene', 'mass_concentration_of_14_dichlorobenzene_in_air', 'air')
('1-butene', 'mass_fraction_of_1_butene_in_air', 'air')
('1-butyne', 'mass_fraction_of_1_butyne_in_air', 'air')
('1-ethyl-3-methylbenzene', 'mass_fraction_of_1_ethyl_3_methylbenzene_in_air', 'air')
('1-ethyl-4-methylbenzene', 'mass_fraction_of_1_ethyl_4_methylbenzene_in_air', 'air')
('1-hexene', 'mass_fraction_of_1_hexene_in_air', 'air')
('1-methylnaphthalene', None, 'air')
('1-pentene', 'mass_fraction_of_1_pentene_in_air', 'air')
('1234678_HpCDD', 'mass_concentration_of_1234678_heptachlorodibenzo_p_dioxin_in_air', 'air')
('1234678_HpCDF', 'mass_concentration_of_1234678_heptachlorodibenzofuran_in_air', 'air')
('1234789_HpCDF', 'mass_concentration_of_1234789_heptachlorodibenzofuran_in_air', 'air')
('123478_HxCDD', 'mass_concentration_of_123478_hexachlorodibenzo_p_dioxin_in_air', 'air')
('123478_HxCDF', 'mass_concentration_of_123478_hexachlorodibenzofuran_in_air', 'air')
('123678_HxCDD', 'mass_concentration_of_123678_hexachlorodibenzo_p_dioxin_in_air', 'air')
('123678_HxCDF', 'mass_concentration_of_123678_hexachlorodibenzofuran_in_air', 'air')
('123789_HxCDD', 'mass_concentration_of_123789_hexachlorodibenzo_p_dioxin_in_air', 'air')
('123789_HxCDF', 'mass_concentration_of_123789_hexachlorodibenzofuran_in_air', 'air')
('12378_PeCDD', 'mass_concentration_of_12378_pentachlorodibenzo_p_dioxin_in_air', 'air')
('12378_PeCDF', 'mass_concentration_of_12378_pentachlorodibenzofuran_in_air', 'air')
('2+3-methylheptane', 'mass_fraction_of_2_3_methylheptane_in_air', 'air')
('2+3metylheptan', 'mass_fraction_of_2_3_methylheptane_in_air', 'air')
('2-2-3-trimethylbutane', 'mass_fraction_of_223_trimethylbutane_in_air', 'air')
('2-2-4-trimethylbenzene', 'mass_fraction_of_224_trimethylbenzene_in_air', 'air')
('2-2-4-trimethylpentane', 'mass_fraction_of_224_trimethylpentane_in_air', 'air')
('2-2-dimethylbutane', 'mass_fraction_of_22_dimethylbutane_in_air', 'air')
('2-2-dimethylpentane', 'mass_fraction_of_22_dimethylpentane_in_air', 'air')
('2-2-dimethylpropane', 'mass_fraction_of_22_dimethylpropane_in_air', 'air')
('2-3-dimethylbutane', 'mass_fraction_of_23_dimethylbutane_in_air', 'air')
('2-3-dimethylpentane', 'mass_fraction_of_23_dimethylpentane_in_air', 'air')
('2-4-dimethylpentane', 'mass_fraction_of_24_dimethylpentane_in_air', 'air')
('2-butenal', 'mass_concentration_of_2_butenal_in_air', 'air')
('2-chloronaphthalene', 'mass_concentration_of_2_chloronaphthalene_in_air', 'air')
('2-methyl-1-butene', 'mole_fraction_of_2-methyl-1-butene_in_air', 'air')
('2-methyl-2-propenal', 'mass_concentration_of_2_methyl_2_propenal_in_air', 'air')
('2-methylbenzaldehyde', 'mass_concentration_of_2_methylbenzaldehyde_in_air', 'air')
('2-methylbutane', 'mass_fraction_of_2_methylbutane_in_air', 'air')
('2-methylheptane', 'mole_fraction_of_2-methylheptane_in_air', 'air')
('2-methylhexane', 'mass_fraction_of_2_methylhexane_in_air', 'air')
('2-methylnaphthalene', None, 'air')
('2-methylpentane', 'mass_fraction_of_2_methylpentane_in_air', 'air')
('2-methylpropane', 'mass_fraction_of_2_methylpropane_in_air', 'air')
('2-methylpropenal', 'mass_concentration_of_2_methylpropenal_in_air', 'air')
('2-methylpropene', 'mass_fraction_of_2_methylpropene_in_air', 'air')
('2-oxopropanal', 'mass_concentration_of_2_oxopropanal_in_air', 'air')
('2-propanol', None, 'air')
('2-propenal', 'mass_concentration_of_2_propenal_in_air', 'air')
('234678_HxCDF', 'mass_concentration_of_234678_hexachlorodibenzofuran_in_air', 'air')
('23478_PeCDF', 'mass_concentration_of_23478_pentachlorodibenzofuran_in_air', 'air')
('2378_TCDD', 'mass_concentration_of_2378_terachlorodibenzodioxin_in_air', 'air')
('2378_TCDF', 'mass_concentration_of_2378_terachlorodibenzofuran_in_air', 'air')
('3-3-dimethylpentane', 'mass_fraction_of_33_dimethylpentane_in_air', 'air')
('3-buten-2-one', 'mass_concentration_of_3_buten_2_one_in_air', 'air')
('3-methyl-1-butene', 'mass_fraction_of_3_methyl_1_buten_in_air', 'air')
('3-methylbenzaldehyde', 'mass_concentration_of_3_methylbenzaldehyde_in_air', 'air')
('3-methylbutanal', 'mass_concentration_of_3_methylbutanal_in_air', 'air')
('3-methylheptane', 'mass_fraction_of_3_methylheptane_in_air', 'air')
('3-methylpentane', 'mass_fraction_of_3_methylpentane_in_air', 'air')
('4-methylbenzaldehyde', 'mass_concentration_of_4_methylbenzaldehyde_in_air', 'air')
('ATE', None, 'air')
('BATE', None, 'air')
('BB_101', None, 'air')
('BDE_100', 'mass_concentration_of_polybrominated_diphenylether_100_in_air', 'air')
('BDE_119', None, 'air')
('BDE_138', 'mass_concentration_of_polybrominated_diphenylether_138_in_air', 'air')
('BDE_15', None, 'air')
('BDE_153', 'mass_concentration_of_polybrominated_diphenylether_153_in_air', 'air')
('BDE_154', 'mass_concentration_of_polybrominated_diphenylether_154_in_air', 'air')
('BDE_155', None, 'air')
('BDE_166', None, 'air')
('BDE_17', 'mass_concentration_of_polybrominated_diphenylether_17_in_air', 'air')
('BDE_183', 'mass_concentration_of_polybrominated_diphenylether_183_in_air', 'air')
('BDE_190', 'mass_concentration_of_polybrominated_diphenylether_190_in_air', 'air')
('BDE_203', None, 'air')
('BDE_205', None, 'air')
('BDE_206', None, 'air')
('BDE_207', None, 'air')
('BDE_209', None, 'air')
('BDE_25_28', 'mass_concentration_of_polybrominated_diphenylether_25_28_in_air', 'air')
('BDE_28', 'mass_concentration_of_polybrominated_diphenylether_28_in_air', 'air')
('BDE_47', 'mass_concentration_of_polybrominated_diphenylether_47_in_air', 'air')
('BDE_49', None, 'air')
('BDE_66', 'mass_concentration_of_polybrominated_diphenylether_66_in_air', 'air')
('BDE_7', None, 'air')
('BDE_71', 'mass_concentration_of_polybrominated_diphenylether_71_in_air', 'air')
('BDE_85', 'mass_concentration_of_polybrominated_diphenylether_85_in_air', 'air')
('BDE_85+126', None, 'air')
('BDE_99', 'mass_concentration_of_polybrominated_diphenylether_99_in_air', 'air')
('BEHTBP', None, 'air')
('BTBPE', None, 'air')
('C8-alkylbenzenes', None, 'air')
('C9-alkylbenzenes', None, 'air')
('CFC-11', 'mass_fraction_of_cfc11_in_air', 'air')
('CFC-113', 'mass_fraction_of_cfc113_in_air', 'air')
('CFC-114', 'mass_fraction_of_cfc114_in_air', 'air')
('CFC-115', 'mass_fraction_of_cfc115_in_air', 'air')
('CFC-12', 'mass_fraction_of_cfc12_in_air', 'air')
('DPTE', None, 'air')
('H-1211', 'mass_fraction_of_halon1211_in_air', 'air')
('H-1301', 'mass_fraction_of_halon1301_in_air', 'air')
('H-2402', 'mass_fraction_of_halon_2402_in_air', 'air')
('HBB', None, 'air')
('HBCD', 'mass_concentration_of_hexabromocyclododecane_in_air', 'air')
('HCB', 'mass_concentration_of_hexachlorobenzene_in_air', 'air')
('HCBD', 'mass_concentration_of_hexachlorobutadiene_in_air', 'air')
('HCFC-124', 'mass_fraction_of_hydrochlorofluorocarbon_124_in_air', 'air')
('HCFC-141b', 'mass_fraction_of_hcfc141b_in_air', 'air')
('HCFC-142b', 'mass_fraction_of_hcfc142b_in_air', 'air')
('HCFC-22', 'mass_fraction_of_hcfc22_in_air', 'air')
('HFC-125', 'mass_fraction_of_hydrofluorocarbon_125_in_air', 'air')
('HFC-134a', 'mass_fraction_of_hydrofluorocarbon_134a_in_air', 'air')
('HFC-143a', 'mass_fraction_of_hydrofluorocarbon_143a_in_air', 'air')
('HFC-152a', 'mass_fraction_of_hydrofluorocarbon_152a_in_air', 'air')
('HFC-227', 'mass_fraction_of_hydrofluorocarbon_227_in_air', 'air')
('HFC-227ea', 'mass_fraction_of_hydrofluorocarbon_227ea_in_air', 'air')
('HFC-23', 'mass_fraction_of_hydrofluorocarbon_23_in_air', 'air')
('HFC-236fa', 'mass_fraction_of_hydrofluorocarbon_236fa_in_air', 'air')
('HFC-245fa', 'mass_fraction_of_hydrofluorocarbon_245fa_in_air', 'air')
('HFC-32', 'mass_fraction_of_hydrofluorocarbon_32_in_air', 'air')
('HFC-365mfc', 'mass_fraction_of_hydrofluorocarbon_365mfc_in_air', 'air')
('HFC-4310mee', 'mass_fraction_of_hydrofluorocarbon_4310mee_in_air', 'air')
('MVK_MACR_crotonaldehyde', None, 'air')
('NOx', 'mass_concentration_of_nox_expressed_as_nitrogen_in_air', 'air')
('NOy', None, 'air')
('OBIND', None, 'air')
('OCDD', 'mass_concentration_of_octachlorodibenzodioxin_in_air', 'air')
('OCDF', 'mass_concentration_of_octachlorodibenzofuran_in_air', 'air')
('PBBA', None, 'air')
('PBBZ', None, 'air')
('PBEB', None, 'air')
('PBT', None, 'air')
('PCB_1', 'mass_concentration_of_polychlorinated_biphenyl_1_in_air', 'air')
('PCB_101', 'mass_concentration_of_polychlorinated_biphenyl_101_in_air', 'air')
('PCB_105', 'mass_concentration_of_polychlorinated_biphenyl_105_in_air', 'air')
('PCB_110', 'mass_concentration_of_polychlorinated_biphenyl_110_in_air', 'air')
('PCB_114', 'mass_concentration_of_polychlorinated_biphenyl_114_in_air', 'air')
('PCB_118', 'mass_concentration_of_polychlorinated_biphenyl_118_in_air', 'air')
('PCB_119', None, 'air')
('PCB_123', 'mass_concentration_of_polychlorinated_biphenyl_123_in_air', 'air')
('PCB_126', 'mass_concentration_of_polychlorinated_biphenyl_126_in_air', 'air')
('PCB_128', 'mass_concentration_of_polychlorinated_biphenyl_128_in_air', 'air')
('PCB_130+176', 'mass_concentration_of_polychlorinated_biphenyl_130_176_in_air', 'air')
('PCB_131', 'mass_concentration_of_polychlorinated_biphenyl_131_in_air', 'air')
('PCB_132', 'mass_concentration_of_polychlorinated_biphenyl_132_in_air', 'air')
('PCB_134', 'mass_concentration_of_polychlorinated_biphenyl_134_in_air', 'air')
('PCB_136', 'mass_concentration_of_polychlorinated_biphenyl_136_in_air', 'air')
('PCB_137', 'mass_concentration_of_polychlorinated_biphenyl_137_in_air', 'air')
('PCB_138', 'mass_concentration_of_polychlorinated_biphenyl_138_in_air', 'air')
('PCB_141', 'mass_concentration_of_polychlorinated_biphenyl_141_in_air', 'air')
('PCB_144+135', 'mass_concentration_of_polychlorinated_biphenyl_141_135_in_air', 'air')
('PCB_146', 'mass_concentration_of_polychlorinated_biphenyl_146_in_air', 'air')
('PCB_149', 'mass_concentration_of_polychlorinated_biphenyl_149_in_air', 'air')
('PCB_15', None, 'air')
('PCB_151', 'mass_concentration_of_polychlorinated_biphenyl_151_in_air', 'air')
('PCB_153', 'mass_concentration_of_polychlorinated_biphenyl_153_in_air', 'air')
('PCB_156', 'mass_concentration_of_polychlorinated_biphenyl_156_in_air', 'air')
('PCB_157', 'mass_concentration_of_polychlorinated_biphenyl_157_in_air', 'air')
('PCB_158', 'mass_concentration_of_polychlorinated_biphenyl_158_in_air', 'air')
('PCB_16+32', 'mass_concentration_of_polychlorinated_biphenyl_16_32_in_air', 'air')
('PCB_167', 'mass_concentration_of_polychlorinated_biphenyl_167_in_air', 'air')
('PCB_169', 'mass_concentration_of_polychlorinated_biphenyl_169_in_air', 'air')
('PCB_17', 'mass_concentration_of_polychlorinated_biphenyl_17_in_air', 'air')
('PCB_17+18', None, 'air')
('PCB_170', 'mass_concentration_of_polychlorinated_biphenyl_170_in_air', 'air')
('PCB_171', 'mass_concentration_of_polychlorinated_biphenyl_171_in_air', 'air')
('PCB_172+197', 'mass_concentration_of_polychlorinated_biphenyl_172_197_in_air', 'air')
('PCB_174', 'mass_concentration_of_polychlorinated_biphenyl_174_in_air', 'air')
('PCB_175', 'mass_concentration_of_polychlorinated_biphenyl_175_in_air', 'air')
('PCB_177', 'mass_concentration_of_polychlorinated_biphenyl_177_in_air', 'air')
('PCB_178', None, 'air')
('PCB_178+129', 'mass_concentration_of_polychlorinated_biphenyl_178_129_in_air', 'air')
('PCB_179', 'mass_concentration_of_polychlorinated_biphenyl_179_in_air', 'air')
('PCB_18', 'mass_concentration_of_polychlorinated_biphenyl_18_in_air', 'air')
('PCB_180', 'mass_concentration_of_polychlorinated_biphenyl_180_in_air', 'air')
('PCB_183', 'mass_concentration_of_polychlorinated_biphenyl_183_in_air', 'air')
('PCB_185', 'mass_concentration_of_polychlorinated_biphenyl_185_in_air', 'air')
('PCB_187', 'mass_concentration_of_polychlorinated_biphenyl_187_in_air', 'air')
('PCB_188', None, 'air')
('PCB_189', 'mass_concentration_of_polychlorinated_biphenyl_189_in_air', 'air')
('PCB_19', 'mass_concentration_of_polychlorinated_biphenyl_19_in_air', 'air')
('PCB_191', 'mass_concentration_of_polychlorinated_biphenyl_191_in_air', 'air')
('PCB_193', 'mass_concentration_of_polychlorinated_biphenyl_193_in_air', 'air')
('PCB_194', 'mass_concentration_of_polychlorinated_biphenyl_194_in_air', 'air')
('PCB_195', 'mass_concentration_of_polychlorinated_biphenyl_195_in_air', 'air')
('PCB_196+203', 'mass_concentration_of_polychlorinated_biphenyl_196_203_in_air', 'air')
('PCB_198', 'mass_concentration_of_polychlorinated_biphenyl_198_in_air', 'air')
('PCB_199', 'mass_concentration_of_polychlorinated_biphenyl_199_in_air', 'air')
('PCB_200', 'mass_concentration_of_polychlorinated_biphenyl_200_in_air', 'air')
('PCB_201', None, 'air')
('PCB_201+157', 'mass_concentration_of_polychlorinated_biphenyl_201_157_in_air', 'air')
('PCB_202', None, 'air')
('PCB_205', 'mass_concentration_of_polychlorinated_biphenyl_205_in_air', 'air')
('PCB_206', 'mass_concentration_of_polychlorinated_biphenyl_206_in_air', 'air')
('PCB_207', 'mass_concentration_of_polychlorinated_biphenyl_207_in_air', 'air')
('PCB_208', None, 'air')
('PCB_209', 'mass_concentration_of_polychlorinated_biphenyl_209_in_air', 'air')
('PCB_22', 'mass_concentration_of_polychlorinated_biphenyl_22_in_air', 'air')
('PCB_24+27', 'mass_concentration_of_polychlorinated_biphenyl_24_27_in_air', 'air')
('PCB_25', 'mass_concentration_of_polychlorinated_biphenyl_25_in_air', 'air')
('PCB_26', 'mass_concentration_of_polychlorinated_biphenyl_26_in_air', 'air')
('PCB_28', 'mass_concentration_of_polychlorinated_biphenyl_28_in_air', 'air')
('PCB_28+31', None, 'air')
('PCB_3', 'mass_concentration_of_polychlorinated_biphenyl_3_in_air', 'air')
('PCB_31', 'mass_concentration_of_polychlorinated_biphenyl_31_in_air', 'air')
('PCB_33', 'mass_concentration_of_polychlorinated_biphenyl_33_in_air', 'air')
('PCB_37', None, 'air')
('PCB_4+10', 'mass_concentration_of_polychlorinated_biphenyl_4_10_in_air', 'air')
('PCB_40', 'mass_concentration_of_polychlorinated_biphenyl_40_in_air', 'air')
('PCB_41+71', 'mass_concentration_of_polychlorinated_biphenyl_41_71_in_air', 'air')
('PCB_42', 'mass_concentration_of_polychlorinated_biphenyl_42_in_air', 'air')
('PCB_44', 'mass_concentration_of_polychlorinated_biphenyl_44_in_air', 'air')
('PCB_45', 'mass_concentration_of_polychlorinated_biphenyl_45_in_air', 'air')
('PCB_46', 'mass_concentration_of_polychlorinated_biphenyl_46_in_air', 'air')
('PCB_47', 'mass_concentration_of_polychlorinated_biphenyl_47_in_air', 'air')
('PCB_48', 'mass_concentration_of_polychlorinated_biphenyl_48_in_air', 'air')
('PCB_49', 'mass_concentration_of_polychlorinated_biphenyl_49_in_air', 'air')
('PCB_52', 'mass_concentration_of_polychlorinated_biphenyl_52_in_air', 'air')
('PCB_56+60', 'mass_concentration_of_polychlorinated_biphenyl_56_60_in_air', 'air')
('PCB_6', 'mass_concentration_of_polychlorinated_biphenyl_6_in_air', 'air')
('PCB_64', 'mass_concentration_of_polychlorinated_biphenyl_64_in_air', 'air')
('PCB_66', 'mass_concentration_of_polychlorinated_biphenyl_66_in_air', 'air')
('PCB_7', 'mass_concentration_of_polychlorinated_biphenyl_7_in_air', 'air')
('PCB_70', None, 'air')
('PCB_70+60', 'mass_concentration_of_polychlorinated_biphenyl_70_60_in_air', 'air')
('PCB_70+76', 'mass_concentration_of_polychlorinated_biphenyl_70_76_in_air', 'air')
('PCB_74', 'mass_concentration_of_polychlorinated_biphenyl_74_in_air', 'air')
('PCB_77', 'mass_concentration_of_polychlorinated_biphenyl_77_in_air', 'air')
('PCB_8', None, 'air')
('PCB_8+5', 'mass_concentration_of_polychlorinated_biphenyl_8_5_in_air', 'air')
('PCB_81', 'mass_concentration_of_polychlorinated_biphenyl_81_in_air', 'air')
('PCB_82', 'mass_concentration_of_polychlorinated_biphenyl_82_in_air', 'air')
('PCB_83', 'mass_concentration_of_polychlorinated_biphenyl_83_in_air', 'air')
('PCB_84+89', 'mass_concentration_of_polychlorinated_biphenyl_84_89_in_air', 'air')
('PCB_85', 'mass_concentration_of_polychlorinated_biphenyl_85_in_air', 'air')
('PCB_87', 'mass_concentration_of_polychlorinated_biphenyl_87_in_air', 'air')
('PCB_91', 'mass_concentration_of_polychlorinated_biphenyl_91_in_air', 'air')
('PCB_95', 'mass_concentration_of_polychlorinated_biphenyl_95_in_air', 'air')
('PCB_97', 'mass_concentration_of_polychlorinated_biphenyl_97_in_air', 'air')
('PCB_99', 'mass_concentration_of_polychlorinated_biphenyl_99_in_air', 'air')
('PFC-116', 'mass_fraction_of_pfc_116_in_air', 'air')
('PFC-14', 'mass_fraction_of_pfc_14_in_air', 'air')
('PFC-218', 'mass_fraction_of_pfc_218_in_air', 'air')
('PFC-318', 'mass_fraction_of_pfc_318_in_air', 'air')
('TBCT', None, 'air')
('acenaphthene', 'mass_concentration_of_acenaphthene_in_air', 'air')
('acenaphthylene', 'mass_concentration_of_acenaphthylene_in_air', 'air')
('acetate', 'mass_concentration_of_acetate_in_air', 'air')
('acetonitrile', 'mass_fraction_of_aceto_nitrile_in_air', 'air')
('aldrin', 'mass_concentration_of_aldrin_in_air', 'air')
('alpha-pinene', 'mass_fraction_of_alpha_pinene_in_air', 'air')
('alpha_HCH', 'mass_concentration_of_alpha_hexachlorocyclohexane_in_air', 'air')
('alpha_endosulfan', None, 'air')
('ammonia', 'mass_concentration_of_ammonia_expressed_as_nitrogen_in_air', 'air')
('anthracene', 'mass_concentration_of_anthracene_in_air', 'air')
('anti_DP', None, 'air')
('benz_a_anthracene', 'mass_concentration_of_benz_a_anthracene_in_air', 'air')
('benzaldehyde', 'mass_concentration_of_benzaldehyde_in_air', 'air')
('benzene', 'mass_fraction_of_benzene_in_air', 'air')
