('EBAS_VNAME', 'CFNAME', 'MATRIX_NAME')
('PCB_33', 'mass_concentration_of_polychlorinated_biphenyl_33_in_aerosol', 'air+aerosol')
('PCB_37', 'mass_concentration_of_polychlorinated_biphenyl_37_in_aerosol', 'air+aerosol')
('PCB_4+10', 'mass_concentration_of_polychlorinated_biphenyl_4_10_in_aerosol', 'air+aerosol')
('PCB_40', 'mass_concentration_of_polychlorinated_biphenyl_40_in_aerosol', 'air+aerosol')
('PCB_40+71', 'mass_concentration_of_polychlorinated_biphenyl_40_71_in_aerosol', 'air+aerosol')
('PCB_41+64+71', 'mass_concentration_of_polychlorinated_biphenyl_41_64_71_in_aerosol', 'air+aerosol')
('PCB_41+71', 'mass_concentration_of_polychlorinated_biphenyl_41_71_in_aerosol', 'air+aerosol')
('PCB_42', 'mass_concentration_of_polychlorinated_biphenyl_42_in_aerosol', 'air+aerosol')
('PCB_43', 'mass_concentration_of_polychlorinated_biphenyl_43_in_aerosol', 'air+aerosol')
('PCB_44', 'mass_concentration_of_polychlorinated_biphenyl_44_in_aerosol', 'air+aerosol')
('PCB_45', 'mass_concentration_of_polychlorinated_biphenyl_45_in_aerosol', 'air+aerosol')
('PCB_46', 'mass_concentration_of_polychlorinated_biphenyl_46_in_aerosol', 'air+aerosol')
('PCB_47', 'mass_concentration_of_polychlorinated_biphenyl_47_in_aerosol', 'air+aerosol')
('PCB_47+48', 'mass_concentration_of_polychlorinated_biphenyl_47_48_in_aerosol', 'air+aerosol')
('PCB_48', 'mass_concentration_of_polychlorinated_biphenyl_48_in_aerosol', 'air+aerosol')
('PCB_49', 'mass_concentration_of_polychlorinated_biphenyl_49_in_aerosol', 'air+aerosol')
('PCB_50', 'mass_concentration_of_polychlorinated_biphenyl_50_in_aerosol', 'air+aerosol')
('PCB_51', 'mass_concentration_of_polychlorinated_biphenyl_51_in_aerosol', 'air+aerosol')
('PCB_52', 'mass_concentration_of_polychlorinated_biphenyl_52_in_aerosol', 'air+aerosol')
('PCB_53', 'mass_concentration_of_polychlorinated_biphenyl_53_in_aerosol', 'air+aerosol')
('PCB_55', 'mass_concentration_of_polychlorinated_biphenyl_55_in_aerosol', 'air+aerosol')
('PCB_56+60', 'mass_concentration_of_polychlorinated_biphenyl_56_60_in_aerosol', 'air+aerosol')
('PCB_59', 'mass_concentration_of_polychlorinated_biphenyl_59_in_aerosol', 'air+aerosol')
('PCB_6', 'mass_concentration_of_polychlorinated_biphenyl_6_in_aerosol', 'air+aerosol')
('PCB_60', 'mass_concentration_of_polychlorinated_biphenyl_60_in_aerosol', 'air+aerosol')
('PCB_63', 'mass_concentration_of_polychlorinated_biphenyl_63_in_aerosol', 'air+aerosol')
('PCB_64', 'mass_concentration_of_polychlorinated_biphenyl_64_in_aerosol', 'air+aerosol')
('PCB_66', 'mass_concentration_of_polychlorinated_biphenyl_66_in_aerosol', 'air+aerosol')
('PCB_7', 'mass_concentration_of_polychlorinated_biphenyl_7_in_aerosol', 'air+aerosol')
('PCB_70', None, 'air+aerosol')
('PCB_70+60', 'mass_concentration_of_polychlorinated_biphenyl_70_60_in_aerosol', 'air+aerosol')
('PCB_70+63', 'mass_concentration_of_polychlorinated_biphenyl_70_63_in_aerosol', 'air+aerosol')
('PCB_70+76', 'mass_concentration_of_polychlorinated_biphenyl_70_76_in_aerosol', 'air+aerosol')
('PCB_70+76+98', 'mass_concentration_of_polychlorinated_biphenyl_70_76_98_in_aerosol', 'air+aerosol')
('PCB_74', 'mass_concentration_of_polychlorinated_biphenyl_74_in_aerosol', 'air+aerosol')
('PCB_77', 'mass_concentration_of_polychlorinated_biphenyl_77_in_aerosol', 'air+aerosol')
('PCB_8', None, 'air+aerosol')
('PCB_8+5', 'mass_concentration_of_polychlorinated_biphenyl_8_5_in_aerosol', 'air+aerosol')
('PCB_81', 'mass_concentration_of_polychlorinated_biphenyl_81_in_aerosol', 'air+aerosol')
('PCB_81+87', 'mass_concentration_of_polychlorinated_biphenyl_81_87_in_aerosol', 'air+aerosol')
('PCB_82', 'mass_concentration_of_polychlorinated_biphenyl_82_in_aerosol', 'air+aerosol')
('PCB_83', 'mass_concentration_of_polychlorinated_biphenyl_83_in_aerosol', 'air+aerosol')
('PCB_84', 'mass_concentration_of_polychlorinated_biphenyl_84_in_aerosol', 'air+aerosol')
('PCB_84+89', 'mass_concentration_of_polychlorinated_biphenyl_84_89_in_aerosol', 'air+aerosol')
('PCB_85', 'mass_concentration_of_polychlorinated_biphenyl_85_in_aerosol', 'air+aerosol')
('PCB_87', 'mass_concentration_of_polychlorinated_biphenyl_87_in_aerosol', 'air+aerosol')
('PCB_91', 'mass_concentration_of_polychlorinated_biphenyl_91_in_aerosol', 'air+aerosol')
('PCB_92', 'mass_concentration_of_polychlorinated_biphenyl_92_in_aerosol', 'air+aerosol')
('PCB_95', 'mass_concentration_of_polychlorinated_biphenyl_95_in_aerosol', 'air+aerosol')
('PCB_97', 'mass_concentration_of_polychlorinated_biphenyl_97_in_aerosol', 'air+aerosol')
('PCB_99', 'mass_concentration_of_polychlorinated_biphenyl_99_in_aerosol', 'air+aerosol')
('PFBA', 'mass_concentration_of_pentafluorobenzoic_acid_in_aerosol', 'air+aerosol')
('PFBS', 'mass_concentration_of_perfluorobutanesulfonic_acid_in_aerosol', 'air+aerosol')
('PFDA', None, 'air+aerosol')
('PFDS', None, 'air+aerosol')
('PFDcA', 'mass_concentration_of_perfluorodecanoic_acid_in_aerosol', 'air+aerosol')
('PFDcS', 'mass_concentration_of_perfluorodecane_sulfonate_in_aerosol', 'air+aerosol')
('PFDoDA', 'mass_concentration_of_perfluorododecanoic_acid_in_aerosol', 'air+aerosol')
('PFHpA', 'mass_concentration_of_perfluoroheptanoic_acid_in_aerosol', 'air+aerosol')
('PFHpS', None, 'air+aerosol')
('PFHxA', 'mass_concentration_of_perfluorohexanoic_acid_in_aerosol', 'air+aerosol')
('PFHxS', 'mass_concentration_of_perfluorohexane_sulfonic_acid_in_aerosol', 'air+aerosol')
('PFNA', 'mass_concentration_of_perfluorononanoic_acid_in_aerosol', 'air+aerosol')
('PFNS', None, 'air+aerosol')
('PFOA', 'mass_concentration_of_perfluorooctanoic_acid_in_aerosol', 'air+aerosol')
('PFOS', 'mass_concentration_of_perfluorooctane_sulfonic_acid_in_aerosol', 'air+aerosol')
('PFOSA', 'mass_concentration_of_perfluorooctan_sulphonamide_in_aerosol', 'air+aerosol')
('PFPS', None, 'air+aerosol')
('PFPeA', None, 'air+aerosol')
('PFTeDA', None, 'air+aerosol')
('PFTrDA', None, 'air+aerosol')
('PFUnA', 'mass_concentration_of_perfluoroundecanoic_acid_in_aerosol', 'air+aerosol')
('TBA', None, 'air+aerosol')
('TBCT', None, 'air+aerosol')
('TOX-26', None, 'air+aerosol')
('TOX-50', None, 'air+aerosol')
('TOX-62', None, 'air+aerosol')
('a_HBCD', 'mass_concentration_of_alpha_hexabromocyclododecane_in_aerosol', 'air+aerosol')
('acenaphthene', 'mass_concentration_of_acenaphthene_in_aerosol', 'air+aerosol')
('acenaphthylene', 'mass_concentration_of_acenaphthylene_in_aerosol', 'air+aerosol')
('aldrin', 'mass_concentration_of_aldrin_in_aerosol', 'air+aerosol')
('alpha_HCH', 'mass_concentration_of_alpha_hexachlorocyclohexane_in_aerosol', 'air+aerosol')
('alpha_endosulfan', 'mass_concentration_of_alpha_endosulfan_in_aerosol', 'air+aerosol')
('anthanthrene', 'mass_concentration_of_anthanthrene_in_aerosol', 'air+aerosol')
('anthracene', 'mass_concentration_of_anthracene_in_aerosol', 'air+aerosol')
('anti_DP', None, 'air+aerosol')
('b_HBCD', 'mass_concentration_of_beta_hexabromocyclododecane_in_aerosol', 'air+aerosol')
('benz_a_anthracene', 'mass_concentration_of_benz_a_anthracene_in_aerosol', 'air+aerosol')
('benzo_a_fluoranthene', 'mass_concentration_of_benzo_a_fluoranthene_in_aerosol', 'air+aerosol')
('benzo_a_fluorene', 'mass_concentration_of_benzo_a_fluorene_in_aerosol', 'air+aerosol')
('benzo_a_pyrene', 'mass_concentration_of_benzo_a_pyrene_in_aerosol', 'air+aerosol')
('benzo_b_fluoranthene', 'mass_concentration_of_benzo_b_fluoranthene_in_aerosol', 'air+aerosol')
('benzo_b_fluorene', 'mass_concentration_of_benzo_b_fluorene_in_aerosol', 'air+aerosol')
('benzo_b_naphtho_21_d_thiophene', 'mass_concentration_of_benzo_b_naphtho_21_d_thiophene_in_aerosol', 'air+aerosol')
('benzo_bj_fluoranthenes', 'mass_concentration_of_benzo_bj_fluoranthenes_in_aerosol', 'air+aerosol')
('benzo_bjk_fluoranthenes', 'mass_concentration_of_benzo_bjk_fluoranthenes_in_aerosol', 'air+aerosol')
('benzo_bk_fluoranthenes', None, 'air+aerosol')
('benzo_c_phenanthrene', 'mass_concentration_of_benzo_c_phenanthrene_in_aerosol', 'air+aerosol')
('benzo_e_pyrene', 'mass_concentration_of_benzo_e_pyrene_in_aerosol', 'air+aerosol')
('benzo_ghi_fluoranthene', 'mass_concentration_of_benzo_ghi_fluoranthene_in_aerosol', 'air+aerosol')
('benzo_ghi_perylene', 'mass_concentration_of_benzo_ghi_perylene_in_aerosol', 'air+aerosol')
('benzo_j_fluoranthene', 'mass_concentration_of_benzo_j_fluoranthene_in_aerosol', 'air+aerosol')
('benzo_k_fluoranthene', 'mass_concentration_of_benzo_k_fluoranthene_in_aerosol', 'air+aerosol')
('beta_HCH', 'mass_concentration_of_beta_hexachlorocyclohexane_in_aerosol', 'air+aerosol')
('beta_endosulfan', 'mass_concentration_of_beta_endosulfan_in_aerosol', 'air+aerosol')
('biphenyl', 'mass_concentration_of_biphenyl_in_aerosol', 'air+aerosol')
('cholanthrene', 'mass_concentration_of_cholanthrene_in_aerosol', 'air+aerosol')
('chrysene', 'mass_concentration_of_chrysene_in_aerosol', 'air+aerosol')
('chrysene_triphenylene', 'mass_concentration_of_chrysene_triphenylene_in_aerosol', 'air+aerosol')
('cis_CD', 'mass_concentration_of_cis_chlordane_in_aerosol', 'air+aerosol')
('cis_NO', 'mass_concentration_of_cis_nonechlor_in_aerosol', 'air+aerosol')
('coronene', 'mass_concentration_of_coronene_in_aerosol', 'air+aerosol')
('cyclopenta_cd_pyrene', 'mass_concentration_of_cyclopenta_cd_pyrene_in_aerosol', 'air+aerosol')
('delta_HCH', 'mass_concentration_of_delta_hexachlorocyclohexane_in_aerosol', 'air+aerosol')
('dibenzo_ac_ah_anthracenes', 'mass_concentration_of_dibenzo_ac_ah_anthracenes_in_aerosol', 'air+aerosol')
('dibenzo_ac_anthracene', 'mass_concentration_of_dibenzo_ac_anthracene_in_aerosol', 'air+aerosol')
('dibenzo_ae_pyrene', 'mass_concentration_of_dibenzo_ae_pyrene_in_aerosol', 'air+aerosol')
('dibenzo_ah_anthracene', 'mass_concentration_of_dibenzo_ah_anthracene_in_aerosol', 'air+aerosol')
('dibenzo_ah_pyrene', 'mass_concentration_of_dibenzo_ah_pyrene_in_aerosol', 'air+aerosol')
('dibenzo_ai_pyrene', 'mass_concentration_of_dibenzo_ai_pyrene_in_aerosol', 'air+aerosol')
('dibenzo_al_pyrene', 'mass_concentration_of_dibenzo_al_pyrene_in_aerosol', 'air+aerosol')
('dibenzofuran', 'mass_concentration_of_dibenzofuran_in_aerosol', 'air+aerosol')
('dibenzothiophene', 'mass_concentration_of_dibenzothiophene_in_aerosol', 'air+aerosol')
('dieldrin', 'mass_concentration_of_dieldrin_in_aerosol', 'air+aerosol')
('endosulfan', 'mass_concentration_of_endosulfan_in_aerosol', 'air+aerosol')
('endrin', 'mass_concentration_of_endrin_in_aerosol', 'air+aerosol')
('fluoranthene', 'mass_concentration_of_fluoranthene_in_aerosol', 'air+aerosol')
('fluorene', 'mass_concentration_of_fluorene_in_aerosol', 'air+aerosol')
('g_HBCD', 'mass_concentration_of_gamma_hexabromocyclododecane_in_aerosol', 'air+aerosol')
('gamma_HCH', 'mass_concentration_of_gamma_hexachlorocyclohexane_in_aerosol', 'air+aerosol')
('heptachlor', 'mass_concentration_of_heptachlor_in_aerosol', 'air+aerosol')
('heptachlorepoxide', 'mass_concentration_of_heptachlor_epoxide_in_aerosol', 'air+aerosol')
('inden_123cd_pyrene', 'mass_concentration_of_inden_123cd_pyrene_in_aerosol', 'air+aerosol')
('indene', 'mass_concentration_of_indene_in_aerosol', 'air+aerosol')
('indeno_123cd_perylene', 'mass_concentration_of_indeno_123cd_perylene_in_aerosol', 'air+aerosol')
('mercury', 'atmosphere_mass_content_of_mercury_dry_aerosol_particles', 'air+aerosol')
('methoxychlor', 'mass_concentration_of_methoxychlor_in_aerosol', 'air+aerosol')
('mirex', 'mass_concentration_of_mirex_in_aerosol', 'air+aerosol')
('naphthalene', 'mass_concentration_of_naphthalene_in_aerosol', 'air+aerosol')
('octachlorostyrene', 'mass_concentration_of_octachlorostyrene_in_aerosol', 'air+aerosol')
('op_DDD', 'mass_concentration_of_op_dichlorodiphenyldichloroethane_in_aerosol', 'air+aerosol')
('op_DDE', 'mass_concentration_of_op_dichlorodiphenyldichloroethylene_in_aerosol', 'air+aerosol')
('op_DDT', 'mass_concentration_of_op_dichlorodiphenyltrichloroethane_in_aerosol', 'air+aerosol')
('oxychlordane', 'mass_concentration_of_oxychlordane_in_aerosol', 'air+aerosol')
('pTBX', None, 'air+aerosol')
('pentachloroanisole', 'mass_concentration_of_pentachloroanisole_in_aerosol', 'air+aerosol')
('pentachlorobenzene', 'mass_concentration_of_pentachlorobenzene_in_aerosol', 'air+aerosol')
('perylene', 'mass_concentration_of_perylene_in_aerosol', 'air+aerosol')
('phenanthrene', 'mass_concentration_of_phenanthrene_in_aerosol', 'air+aerosol')
('photomirex', 'mass_concentration_of_photomirex_in_aerosol', 'air+aerosol')
('pp_DDD', 'mass_concentration_of_pp_dichlorodiphenyldichloroethane_in_aerosol', 'air+aerosol')
('pp_DDE', 'mass_concentration_of_pp_dichlorodiphenyldichloroethylene_in_aerosol', 'air+aerosol')
('pp_DDT', 'mass_concentration_of_pp_dichlorodiphenyltrichloroethane_in_aerosol', 'air+aerosol')
('pyrene', 'mass_concentration_of_pyrene_in_aerosol', 'air+aerosol')
('reactive_mercury', 'mass_concentration_of_reactive_mercury_in_aerosol', 'air+aerosol')
('retene', 'mass_concentration_of_retene_in_aerosol', 'air+aerosol')
('sum_DDE', 'mass_concentration_of_sum_dichlorodiphenyldichloroethane_in_aerosol', 'air+aerosol')
('sum_DDT', 'mass_concentration_of_sum_dichlorodiphenyltrichloroethane_in_aerosol', 'air+aerosol')
('sum_PCB', 'mass_concentration_of_sum_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('sum_TDE', None, 'air+aerosol')
('sum_ammonia_and_ammonium', 'mass_concentration_of_sum_ammonia_and_ammonium_in_aerosol', 'air+aerosol')
('sum_heptachlor_PCB', 'mass_concentration_of_sum_heptachlor_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('sum_hexachlor_PCB', 'mass_concentration_of_sum_hexachlor_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('sum_nitric_acid_and_nitrate', 'mass_concentration_of_sum_nitric_acid_and_nitrate_expressed_as_nitrogen_in_aerosol', 'air+aerosol')
('sum_pentachlor_PCB', 'mass_concentration_of_sum_pentachlor_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('sum_tetrachlor_PCB', 'mass_concentration_of_sum_tetrachlor_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('sum_trichlor_PCB', 'mass_concentration_of_sum_trichlor_polychlorinated_biphenyl_in_aerosol', 'air+aerosol')
('syn_DP', None, 'air+aerosol')
('tetrachloroveratrole', 'mass_concentration_of_tetrachloroveratrole_in_aerosol', 'air+aerosol')
('trans_CD', 'mass_concentration_of_trans_chlordane_in_aerosol', 'air+aerosol')
('trans_NO', 'mass_concentration_of_trans_nonachlor_in_aerosol', 'air+aerosol')
('trichloroveratrole', 'mass_concentration_of_trichloroveratrole_in_aerosol', 'air+aerosol')
('triclosan', 'mass_concentration_of_triclosan_in_aerosol', 'air+aerosol')
('trifluralin', 'mass_concentration_of_trifluralin_in_aerosol', 'air+aerosol')
('triphenylene', 'mass_concentration_of_triphenylene_in_aerosol', 'air+aerosol')
('txph_26', None, 'air+aerosol')
('txph_50', None, 'air+aerosol')
('txph_62', None, 'air+aerosol')
('ATE', None, 'air+pm10')
('BATE', None, 'air+pm10')
('BB_101', None, 'air+pm10')
('BEHTBP', None, 'air+pm10')
('BTBPE', None, 'air+pm10')
('DPTE', None, 'air+pm10')
('HBB', None, 'air+pm10')
('HCB', 'mass_concentration_of_hexachlorobenzene_', 'air+pm10')
('OBIND', None, 'air+pm10')
('PBBA', None, 'air+pm10')
('PBBZ', None, 'air+pm10')
('PBEB', None, 'air+pm10')
('PBT', None, 'air+pm10')
('PCB_101', 'mass_concentration_of_polychlorinated_biphenyl_101_', 'air+pm10')
('PCB_118', 'mass_concentration_of_polychlorinated_biphenyl_118_', 'air+pm10')
('PCB_138', 'mass_concentration_of_polychlorinated_biphenyl_138_', 'air+pm10')
('PCB_153', 'mass_concentration_of_polychlorinated_biphenyl_153_', 'air+pm10')
('PCB_180', 'mass_concentration_of_polychlorinated_biphenyl_180_', 'air+pm10')
('PCB_28', 'mass_concentration_of_polychlorinated_biphenyl_28_', 'air+pm10')
('PCB_52', 'mass_concentration_of_polychlorinated_biphenyl_52_', 'air+pm10')
('TBCT', None, 'air+pm10')
('acenaphthene', 'mass_concentration_of_acenaphthene_in_pm10_aerosols', 'air+pm10')
('acenaphthylene', 'mass_concentration_of_acenaphthylene_', 'air+pm10')
('aldrin', 'mass_concentration_of_aldrin_', 'air+pm10')
('alpha_HCH', 'mass_concentration_of_alpha_hexachlorocyclohexane_', 'air+pm10')
('anthracene', 'mass_concentration_of_anthracene_', 'air+pm10')
('anti_DP', None, 'air+pm10')
('benz_a_anthracene', 'mass_concentration_of_benz_a_anthracene_', 'air+pm10')
('benzo_a_pyrene', 'mass_concentration_of_benzo_a_pyrene_', 'air+pm10')
('benzo_b_fluoranthene', 'mass_concentration_of_benzo_b_fluoranthene_', 'air+pm10')
('benzo_bj_fluoranthenes', 'mass_concentration_of_benzo_bj_fluoranthenes_', 'air+pm10')
('benzo_bjk_fluoranthenes', 'mass_concentration_of_benzo_bjk_fluoranthenes_', 'air+pm10')
('benzo_ghi_perylene', 'mass_concentration_of_benzo_ghi_perylene_', 'air+pm10')
('benzo_k_fluoranthene', 'mass_concentration_of_benzo_k_fluoranthene_', 'air+pm10')
('beta_HCH', 'mass_concentration_of_beta_hexachlorocyclohexane_', 'air+pm10')
('chrysene_triphenylene', 'mass_concentration_of_chrysene_triphenylene_', 'air+pm10')
('cis_CD', 'mass_concentration_of_cis_chlordane_', 'air+pm10')
('cis_NO', 'mass_concentration_of_cis_nonechlor_', 'air+pm10')
('cis_heptachlorepoxide', 'mass_concentration_of_cis_heptachlorepoxide_', 'air+pm10')
('delta_HCH', 'mass_concentration_of_delta_hexachlorocyclohexane_', 'air+pm10')
('dibenzo_ah_anthracene', 'mass_concentration_of_dibenzo_ah_anthracene_', 'air+pm10')
('dieldrin', 'mass_concentration_of_dieldrin_', 'air+pm10')
('endrin', 'mass_concentration_of_endrin_', 'air+pm10')
('fluoranthene', 'mass_concentration_of_fluoranthene_', 'air+pm10')
('fluorene', 'mass_concentration_of_fluorene_', 'air+pm10')
('gamma_HCH', 'mass_concentration_of_gamma_hexachlorocyclohexane_', 'air+pm10')
('heptachlor', 'mass_concentration_of_heptachlor_', 'air+pm10')
('inden_123cd_pyrene', 'mass_concentration_of_inden_123cd_pyrene_', 'air+pm10')
('mirex', 'mass_concentration_of_mirex_', 'air+pm10')
('naphthalene', 'mass_concentration_of_naphthalene_', 'air+pm10')
('op_DDD', 'mass_concentration_of_op_dichlorodiphenyldichloroethane_', 'air+pm10')
('op_DDE', 'mass_concentration_of_op_dichlorodiphenyldichloroethylene_', 'air+pm10')
('op_DDT', 'mass_concentration_of_op_dichlorodiphenyltrichloroethane_', 'air+pm10')
('oxychlordane', 'mass_concentration_of_oxychlordane_', 'air+pm10')
('pTBX', None, 'air+pm10')
('pentachlorobenzene', 'mass_concentration_of_pentachlorobenzene_', 'air+pm10')
('phenanthrene', 'mass_concentration_of_phenanthrene_', 'air+pm10')
('pp_DDD', 'mass_concentration_of_pp_dichlorodiphenyldichloroethane_', 'air+pm10')
('pp_DDE', 'mass_concentration_of_pp_dichlorodiphenyldichloroethylene_', 'air+pm10')
('pp_DDT', 'mass_concentration_of_pp_dichlorodiphenyltrichloroethane_', 'air+pm10')
('pyrene', 'mass_concentration_of_pyrene_', 'air+pm10')
('syn_DP', None, 'air+pm10')
('trans_CD', 'mass_concentration_of_trans_chlordane_', 'air+pm10')
('trans_NO', 'mass_concentration_of_trans_nonachlor_', 'air+pm10')
('BDE_100', 'mass_concentration_of_polybrominated_diphenylether_100_dried_moss', 'dried_moss')
('BDE_119', 'mass_concentration_of_polybrominated_diphenylether_119_dried_moss', 'dried_moss')
('BDE_126', 'mass_concentration_of_polybrominated_diphenylether_126_dried_moss', 'dried_moss')
('BDE_138', 'mass_concentration_of_polybrominated_diphenylether_138_dried_moss', 'dried_moss')
('BDE_153', 'mass_concentration_of_polybrominated_diphenylether_153_dried_moss', 'dried_moss')
('BDE_154', 'mass_concentration_of_polybrominated_diphenylether_154_dried_moss', 'dried_moss')
('BDE_156', 'mass_concentration_of_polybrominated_diphenylether_156_dried_moss', 'dried_moss')
('BDE_17', 'mass_concentration_of_polybrominated_diphenylether_17_dried_moss', 'dried_moss')
('BDE_183', 'mass_concentration_of_polybrominated_diphenylether_183_dried_moss', 'dried_moss')
('BDE_184', 'mass_concentration_of_polybrominated_diphenylether_184_dried_moss', 'dried_moss')
('BDE_191', 'mass_concentration_of_polybrominated_diphenylether_191_dried_moss', 'dried_moss')
('BDE_196', 'mass_concentration_of_polybrominated_diphenylether_196_dried_moss', 'dried_moss')
('BDE_197', 'mass_concentration_of_polybrominated_diphenylether_197_dried_moss', 'dried_moss')
('BDE_202', 'mass_concentration_of_polybrominated_diphenylether_202_dried_moss', 'dried_moss')
('BDE_206', 'mass_concentration_of_polybrominated_diphenylether_206_dried_moss', 'dried_moss')
('BDE_207', 'mass_concentration_of_polybrominated_diphenylether_207_dried_moss', 'dried_moss')
('BDE_209', 'mass_concentration_of_polybrominated_diphenylether_209_dried_moss', 'dried_moss')
('BDE_28', 'mass_concentration_of_polybrominated_diphenylether_28_dried_moss', 'dried_moss')
('BDE_47', 'mass_concentration_of_polybrominated_diphenylether_47_dried_moss', 'dried_moss')
('BDE_49', 'mass_concentration_of_polybrominated_diphenylether_49_dried_moss', 'dried_moss')
('BDE_66', 'mass_concentration_of_polybrominated_diphenylether_66_dried_moss', 'dried_moss')
('BDE_71', 'mass_concentration_of_polybrominated_diphenylether_71_dried_moss', 'dried_moss')
('BDE_77', 'mass_concentration_of_polybrominated_diphenylether_77_dried_moss', 'dried_moss')
('BDE_85', 'mass_concentration_of_polybrominated_diphenylether_85_dried_moss', 'dried_moss')
('BDE_99', 'mass_concentration_of_polybrominated_diphenylether_99_dried_moss', 'dried_moss')
('HCB', 'mass_concentration_of_hexachlorobenzene_dried_moss', 'dried_moss')
('PCB_101', 'mass_concentration_of_polychlorinated_biphenyl_101_dried_moss', 'dried_moss')
('PCB_105', 'mass_concentration_of_polychlorinated_biphenyl_105_dried_moss', 'dried_moss')
('PCB_114', 'mass_concentration_of_polychlorinated_biphenyl_114_dried_moss', 'dried_moss')
('PCB_118', 'mass_concentration_of_polychlorinated_biphenyl_118_dried_moss', 'dried_moss')
('PCB_122', 'mass_concentration_of_polychlorinated_biphenyl_122_dried_moss', 'dried_moss')
('PCB_123', 'mass_concentration_of_polychlorinated_biphenyl_123_dried_moss', 'dried_moss')
('PCB_128', 'mass_concentration_of_polychlorinated_biphenyl_128_dried_moss', 'dried_moss')
('PCB_138', 'mass_concentration_of_polychlorinated_biphenyl_138_dried_moss', 'dried_moss')
('PCB_141', 'mass_concentration_of_polychlorinated_biphenyl_141_dried_moss', 'dried_moss')
('PCB_149', 'mass_concentration_of_polychlorinated_biphenyl_149_dried_moss', 'dried_moss')
('PCB_153', 'mass_concentration_of_polychlorinated_biphenyl_153_dried_moss', 'dried_moss')
('PCB_156', 'mass_concentration_of_polychlorinated_biphenyl_156_dried_moss', 'dried_moss')
('PCB_157', 'mass_concentration_of_polychlorinated_biphenyl_157_dried_moss', 'dried_moss')
('PCB_167', 'mass_concentration_of_polychlorinated_biphenyl_167_dried_moss', 'dried_moss')
('PCB_170', 'mass_concentration_of_polychlorinated_biphenyl_170_dried_moss', 'dried_moss')
('PCB_18', 'mass_concentration_of_polychlorinated_biphenyl_18_dried_moss', 'dried_moss')
('PCB_180', 'mass_concentration_of_polychlorinated_biphenyl_180_dried_moss', 'dried_moss')
('PCB_183', 'mass_concentration_of_polychlorinated_biphenyl_183_dried_moss', 'dried_moss')
('PCB_187', 'mass_concentration_of_polychlorinated_biphenyl_187_dried_moss', 'dried_moss')
('PCB_189', 'mass_concentration_of_polychlorinated_biphenyl_189_dried_moss', 'dried_moss')
('PCB_194', 'mass_concentration_of_polychlorinated_biphenyl_194_dried_moss', 'dried_moss')
('PCB_206', 'mass_concentration_of_polychlorinated_biphenyl_206_dried_moss', 'dried_moss')
('PCB_209', 'mass_concentration_of_polychlorinated_biphenyl_209_dried_moss', 'dried_moss')
('PCB_28', 'mass_concentration_of_polychlorinated_biphenyl_28_dried_moss', 'dried_moss')
('PCB_31', 'mass_concentration_of_polychlorinated_biphenyl_31_dried_moss', 'dried_moss')
('PCB_33', 'mass_concentration_of_polychlorinated_biphenyl_33_dried_moss', 'dried_moss')
('PCB_37', 'mass_concentration_of_polychlorinated_biphenyl_37_dried_moss', 'dried_moss')
('PCB_52', 'mass_concentration_of_polychlorinated_biphenyl_52_dried_moss', 'dried_moss')
('PCB_66', 'mass_concentration_of_polychlorinated_biphenyl_66_dried_moss', 'dried_moss')
('PCB_74', 'mass_concentration_of_polychlorinated_biphenyl_74_dried_moss', 'dried_moss')
('PCB_99', 'mass_concentration_of_polychlorinated_biphenyl_99_dried_moss', 'dried_moss')
('TBA', 'mass_concentration_of_tert_butyl_alcohol_dried_moss', 'dried_moss')
('acenaphthene', 'mass_concentration_of_acenaphthene_dried_moss', 'dried_moss')
('acenaphthylene', 'mass_concentration_of_acenaphthylene_dried_moss', 'dried_moss')
('alpha_HCH', 'mass_concentration_of_alpha_hexachlorocyclohexane_dried_moss', 'dried_moss')
('aluminium', 'mass_concentration_of_aluminium_dried_moss', 'dried_moss')
('anthracene', 'mass_concentration_of_anthracene_dried_moss', 'dried_moss')
('antimony', 'mass_concentration_of_antimony_dried_moss', 'dried_moss')
('arsenic', 'mass_concentration_of_arsenic_dried_moss', 'dried_moss')
('barium', 'mass_concentration_of_barium_dried_moss', 'dried_moss')
('benz_a_anthracene', 'mass_concentration_of_benz_a_anthracene_dried_moss', 'dried_moss')
('benzo_a_pyrene', 'mass_concentration_of_benzo_a_pyrene_dried_moss', 'dried_moss')
('benzo_b_fluoranthene', 'mass_concentration_of_benzo_b_fluoranthene_dried_moss', 'dried_moss')
('benzo_ghi_perylene', 'mass_concentration_of_benzo_ghi_perylene_dried_moss', 'dried_moss')
('benzo_k_fluoranthene', 'mass_concentration_of_benzo_k_fluoranthene_dried_moss', 'dried_moss')
('beryllium', 'mass_concentration_of_beryllium_dried_moss', 'dried_moss')
('beta_HCH', 'mass_concentration_of_beta_hexachlorocyclohexane_dried_moss', 'dried_moss')
('bismuth', 'mass_concentration_of_bismuth_dried_moss', 'dried_moss')
('boron', 'mass_concentration_of_boron_dried_moss', 'dried_moss')
